6.9031 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015545040CA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015545040C40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015545040AC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000015545605850>, multiSample=False, name='window1', numSamples=2, pos=(560, 240), screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9032 	EXP 	window1: mouseVisible = True
6.9032 	EXP 	window1: backgroundImage = ''
6.9033 	EXP 	window1: backgroundFit = 'none'
6.9069 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.9069 	EXP 	window1: recordFrameIntervals = False
7.0687 	EXP 	window1: recordFrameIntervals = True
7.2443 	DATA 	Keypress: space
7.2531 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
7.2533 	EXP 	window1: recordFrameIntervals = False
7.2534 	EXP 	window1: mouseVisible = True
7.4063 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.0492 	EXP 	ala-gemma: status = STARTED
10.0496 	EXP 	window1: mouseVisible = True
10.1150 	EXP 	Created message_to_pp = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='message_to_pp', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='Learn this mapping then press space', units='height', win=Window(...), wrapWidth=1)
10.1152 	EXP 	window1: mouseVisible = True
10.1164 	EXP 	Created text_label = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_label', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1165 	EXP 	window1: mouseVisible = True
10.1302 	EXP 	Created image_shape = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_shape', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), size=array([0.25, 0.25]), texRes=128.0, units='height', win=Window(...))
10.1303 	EXP 	window1: mouseVisible = True
10.1373 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.25, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
10.1375 	EXP 	window1: mouseVisible = True
10.1388 	EXP 	Created put_label = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='put_label', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1389 	EXP 	window1: mouseVisible = True
10.1494 	EXP 	Created put_shape = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='put_shape', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
10.1495 	EXP 	window1: mouseVisible = True
10.1508 	EXP 	Created debug_put = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='debug_put', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1509 	EXP 	window1: mouseVisible = True
10.1584 	EXP 	Created take_rest = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='take_rest', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Rest. Then press space', units='height', win=Window(...), wrapWidth=1)
0.0072 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
0.0074 	EXP 	New trial (rep=0, index=0): None
0.0665 	EXP 	text_label: height = 0.05
0.0665 	EXP 	text_label: height = 0.05
0.0665 	EXP 	text_label: height = 0.05
0.0665 	EXP 	text_label: text = 'air'
0.0665 	EXP 	image_shape: image = 'T.bmp'
0.0665 	EXP 	message_to_pp: autoDraw = True
0.0665 	EXP 	text_label: autoDraw = True
0.0665 	EXP 	image_shape: autoDraw = True
0.8254 	EXP 	Created sequence: sequential, trialTypes=1, nReps=2, seed=None
0.8258 	EXP 	New trial (rep=0, index=0): None
0.8276 	EXP 	Created sequence: sequential, trialTypes=1, nReps=60, seed=None
0.8285 	EXP 	New trial (rep=0, index=0): None
0.8342 	DATA 	Keypress: space
0.8386 	EXP 	message_to_pp: autoDraw = False
0.8386 	EXP 	text_label: autoDraw = False
0.8386 	EXP 	image_shape: autoDraw = False
0.8386 	EXP 	text_4: autoDraw = True
0.9548 	EXP 	text_4: autoDraw = False
0.9548 	EXP 	text_4: autoDraw = False
0.9548 	EXP 	put_label: height = 0.05
0.9548 	EXP 	put_label: height = 0.05
0.9548 	EXP 	put_label: height = 0.05
0.9548 	EXP 	put_label: text = 'air'
0.9548 	EXP 	put_shape: image = 'T.bmp'
0.9548 	EXP 	debug_put: height = 0.05
0.9548 	EXP 	debug_put: height = 0.05
0.9548 	EXP 	debug_put: height = 0.05
0.9548 	EXP 	debug_put: text = '0 match'
0.9548 	EXP 	put_label: autoDraw = True
0.9548 	EXP 	put_shape: autoDraw = True
0.9548 	EXP 	debug_put: autoDraw = True
5.5045 	EXP 	New trial (rep=1, index=0): None
5.5096 	DATA 	Keypress: m
5.5163 	EXP 	put_label: autoDraw = False
5.5163 	EXP 	put_shape: autoDraw = False
5.5163 	EXP 	debug_put: autoDraw = False
5.5163 	EXP 	text_4: autoDraw = True
5.6320 	EXP 	text_4: autoDraw = False
5.6320 	EXP 	text_4: autoDraw = False
5.6320 	EXP 	put_label: text = 'air'
5.6320 	EXP 	put_shape: image = 'S.bmp'
5.6320 	EXP 	debug_put: height = 0.05
5.6320 	EXP 	debug_put: height = 0.05
5.6320 	EXP 	debug_put: height = 0.05
5.6320 	EXP 	debug_put: text = '1 mismatch'
5.6320 	EXP 	put_label: autoDraw = True
5.6320 	EXP 	put_shape: autoDraw = True
5.6320 	EXP 	debug_put: autoDraw = True
6.0057 	EXP 	New trial (rep=2, index=0): None
6.0124 	DATA 	Keypress: m
6.0153 	EXP 	put_label: autoDraw = False
6.0153 	EXP 	put_shape: autoDraw = False
6.0153 	EXP 	debug_put: autoDraw = False
6.0153 	EXP 	text_4: autoDraw = True
6.1315 	EXP 	text_4: autoDraw = False
6.1315 	EXP 	text_4: autoDraw = False
6.1315 	EXP 	put_label: text = 'air'
6.1315 	EXP 	put_shape: image = 'C.bmp'
6.1315 	EXP 	debug_put: height = 0.05
6.1315 	EXP 	debug_put: height = 0.05
6.1315 	EXP 	debug_put: height = 0.05
6.1315 	EXP 	debug_put: text = '2 mismatch'
6.1315 	EXP 	put_label: autoDraw = True
6.1315 	EXP 	put_shape: autoDraw = True
6.1315 	EXP 	debug_put: autoDraw = True
6.3707 	EXP 	New trial (rep=3, index=0): None
6.3772 	DATA 	Keypress: m
6.3818 	EXP 	put_label: autoDraw = False
6.3818 	EXP 	put_shape: autoDraw = False
6.3818 	EXP 	debug_put: autoDraw = False
6.3818 	EXP 	text_4: autoDraw = True
6.4976 	EXP 	text_4: autoDraw = False
6.4976 	EXP 	text_4: autoDraw = False
6.4976 	EXP 	put_label: text = 'air'
6.4976 	EXP 	put_shape: image = 'T.bmp'
6.4976 	EXP 	debug_put: height = 0.05
6.4976 	EXP 	debug_put: height = 0.05
6.4976 	EXP 	debug_put: height = 0.05
6.4976 	EXP 	debug_put: text = '3 match'
6.4976 	EXP 	put_label: autoDraw = True
6.4976 	EXP 	put_shape: autoDraw = True
6.4976 	EXP 	debug_put: autoDraw = True
6.7352 	EXP 	New trial (rep=4, index=0): None
6.7400 	DATA 	Keypress: m
6.7475 	EXP 	put_label: autoDraw = False
6.7475 	EXP 	put_shape: autoDraw = False
6.7475 	EXP 	debug_put: autoDraw = False
6.7475 	EXP 	text_4: autoDraw = True
6.8637 	EXP 	text_4: autoDraw = False
6.8637 	EXP 	text_4: autoDraw = False
6.8637 	EXP 	put_label: text = 'air'
6.8637 	EXP 	put_shape: image = 'T.bmp'
6.8637 	EXP 	debug_put: height = 0.05
6.8637 	EXP 	debug_put: height = 0.05
6.8637 	EXP 	debug_put: height = 0.05
6.8637 	EXP 	debug_put: text = '4 match'
6.8637 	EXP 	put_label: autoDraw = True
6.8637 	EXP 	put_shape: autoDraw = True
6.8637 	EXP 	debug_put: autoDraw = True
7.0700 	DATA 	Keypress: m
7.0849 	EXP 	New trial (rep=5, index=0): None
7.0973 	EXP 	put_label: autoDraw = False
7.0973 	EXP 	put_shape: autoDraw = False
7.0973 	EXP 	debug_put: autoDraw = False
7.0973 	EXP 	text_4: autoDraw = True
7.2136 	EXP 	text_4: autoDraw = False
7.2136 	EXP 	text_4: autoDraw = False
7.2136 	EXP 	put_label: height = 0.05
7.2136 	EXP 	put_label: height = 0.05
7.2136 	EXP 	put_label: height = 0.05
7.2136 	EXP 	put_label: text = 'earth'
7.2136 	EXP 	put_shape: image = 'T.bmp'
7.2136 	EXP 	debug_put: height = 0.05
7.2136 	EXP 	debug_put: height = 0.05
7.2136 	EXP 	debug_put: height = 0.05
7.2136 	EXP 	debug_put: text = '5 mismatch'
7.2136 	EXP 	put_label: autoDraw = True
7.2136 	EXP 	put_shape: autoDraw = True
7.2136 	EXP 	debug_put: autoDraw = True
7.4190 	DATA 	Keypress: m
7.4342 	EXP 	New trial (rep=6, index=0): None
7.4464 	EXP 	put_label: autoDraw = False
7.4464 	EXP 	put_shape: autoDraw = False
7.4464 	EXP 	debug_put: autoDraw = False
7.4464 	EXP 	text_4: autoDraw = True
7.5631 	EXP 	text_4: autoDraw = False
7.5631 	EXP 	text_4: autoDraw = False
7.5631 	EXP 	put_label: text = 'earth'
7.5631 	EXP 	put_shape: image = 'C.bmp'
7.5631 	EXP 	debug_put: height = 0.05
7.5631 	EXP 	debug_put: height = 0.05
7.5631 	EXP 	debug_put: height = 0.05
7.5631 	EXP 	debug_put: text = '6 mismatch'
7.5631 	EXP 	put_label: autoDraw = True
7.5631 	EXP 	put_shape: autoDraw = True
7.5631 	EXP 	debug_put: autoDraw = True
7.7838 	EXP 	New trial (rep=7, index=0): None
7.7888 	DATA 	Keypress: m
7.7958 	EXP 	put_label: autoDraw = False
7.7958 	EXP 	put_shape: autoDraw = False
7.7958 	EXP 	debug_put: autoDraw = False
7.7958 	EXP 	text_4: autoDraw = True
7.9128 	EXP 	text_4: autoDraw = False
7.9128 	EXP 	text_4: autoDraw = False
7.9128 	EXP 	put_label: text = 'earth'
7.9128 	EXP 	put_shape: image = 'T.bmp'
7.9128 	EXP 	debug_put: height = 0.05
7.9128 	EXP 	debug_put: height = 0.05
7.9128 	EXP 	debug_put: height = 0.05
7.9128 	EXP 	debug_put: text = '7 mismatch'
7.9128 	EXP 	put_label: autoDraw = True
7.9128 	EXP 	put_shape: autoDraw = True
7.9128 	EXP 	debug_put: autoDraw = True
8.1183 	EXP 	New trial (rep=8, index=0): None
8.1243 	DATA 	Keypress: m
8.1295 	EXP 	put_label: autoDraw = False
8.1295 	EXP 	put_shape: autoDraw = False
8.1295 	EXP 	debug_put: autoDraw = False
8.1295 	EXP 	text_4: autoDraw = True
8.2453 	EXP 	text_4: autoDraw = False
8.2453 	EXP 	text_4: autoDraw = False
8.2453 	EXP 	put_label: height = 0.05
8.2453 	EXP 	put_label: height = 0.05
8.2453 	EXP 	put_label: height = 0.05
8.2453 	EXP 	put_label: text = 'sky'
8.2453 	EXP 	put_shape: image = 'S.bmp'
8.2453 	EXP 	debug_put: height = 0.05
8.2453 	EXP 	debug_put: height = 0.05
8.2453 	EXP 	debug_put: height = 0.05
8.2453 	EXP 	debug_put: text = '8 mismatch'
8.2453 	EXP 	put_label: autoDraw = True
8.2453 	EXP 	put_shape: autoDraw = True
8.2453 	EXP 	debug_put: autoDraw = True
8.5012 	EXP 	New trial (rep=9, index=0): None
8.5072 	DATA 	Keypress: m
8.5127 	EXP 	put_label: autoDraw = False
8.5127 	EXP 	put_shape: autoDraw = False
8.5127 	EXP 	debug_put: autoDraw = False
8.5127 	EXP 	text_4: autoDraw = True
8.6284 	EXP 	text_4: autoDraw = False
8.6284 	EXP 	text_4: autoDraw = False
8.6284 	EXP 	put_label: height = 0.05
8.6284 	EXP 	put_label: height = 0.05
